DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,SQ_CANDIDATO,NR_ORDEM_CANDIDATO,CD_TIPO_BEM_CANDIDATO,DS_TIPO_BEM_CANDIDATO,DS_BEM_CANDIDATO,VR_BEM_CANDIDATO,NM_CANDIDATO
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,1,11,Apartamento,"APARTAMENTO 301 , LOCALIZADO NA ALAMEDA OSCAR NIEMEYER 970, NO BAIRRO VILA DA SERRA , NOVA LIMA. FINANCIADO        ","2300000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,2,12,Casa,25% casa Rua dos Industriarios 205        ,"125000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,3,18,Loja,25% loja e casa na av. Pres. Costa e silva 10        ,"250000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,4,13,Terreno,bairro tropical        ,"375000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,5,13,Terreno,esmeraldas        ,"100000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,6,12,Casa,25% casa Rua dos Industriarios 68        ,"70000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,7,39,Outras participacoes societarias,socio com 10% Comercial Michael Ltda        ,"100000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600641,8,39,Outras participacoes societarias,50% Singular Incorp e contrucoes ltda        ,"400000,00",JOÃO DE SOUZA MOREIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,1,79,Outros fundos, BRADESCO (TITULAR) - ALOCC ACOES TNA FUNDO DE INVESTIMENTOS EM COTAS DE FI EM ACOES 105 - Brasil          ,"85486,51",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,2,61,Deposito bancario em conta corrente no Pais," BB (PARTILHADO), BANCO DO BRASIL S/A, AGENCIA TRES CORACOES, MG (0012-4) - CNPJ 00.000.000/0012-44. APLICACOES EM COTAS DE FUNDOS DE INVESTIMENTO VINCULADAS A CONTA CORRENTE NUMERO 18.869-7 (BB RF LP","58121,19",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,3,61,Deposito bancario em conta corrente no Pais," BB (PARTILHADO), BANCO DO BRASIL S/A, AGENCIA TRES CORACOES, MG (0012-4) - CNPJ 00.000.000/0012-44. CONTA CORRENTE NUMERO 18.869-7. CONTA CONJUNTA COM O IRMAO DO DECLARANTE, ADOLFO ROBERTO MOREIRA SA","339,64",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,4,12,Casa," Metade de casa na Rua Coronel Joaquim Francisco, 341, bairro Varginha, Itajuba, MG, com 279,62m2, em terreno com 200,00m2. (Matricula 25.109 - Oficio de Registro de Imoveis de Itajuba). Doada em 25/0","396921,62",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,5,12,Casa," Metade de casa e respectivo terreno na Rua Coronel Joaquim Francisco, 345, bairro Varginha, Itajuba, MG. Edificacao com 33,98m2, em terreno com 261,00m2 (Matricula 23.599 - Oficio de Registro de Imov","35371,25",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,6,13,Terreno," Metade de lote de terreno na Rua Horacio Lopes, 22, bairro Varginha, Itajuba, MG, com 180,0 m2 (Matricula 7.122 - Oficio de Registro de Imoveis de Itajuba). Adquirido em 16/01/1998. Imovel partilhado","24072,11",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,7,13,Terreno," 43,75% de lote de terreno na Rua Menino Miranda, 27, bairro Varginha, Itajuba, MG, com 343,67m2 (Matricula 26.680 - Oficio de Registro de Imoveis de Itajuba). Adquirido em 12/09/2012, de Nerci Mirand","107107,04",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,8,12,Casa," CASA COM AREA DE 230 M2, NA RUA JOSE MARIA CAMPOS, 506, EM ITAJUBA. MELHORIAS REALIZADAS NO VALOR DE R$ 42000,00 EM 2017 105 - Brasil Inscricao Municipal (IPTU): 0000007477 Logradouro:    Rua Jose Ma","602000,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,9,13,Terreno," TERRENO COM 350 M2, COM GALPAO DE 60 M2, SITUADO NA RUA DOMICIANO CARDOSO EM ITAJUBA. MELHORIAS REALIZADAS NO ANO DE 2017 NO VALOR DE R$ 62000,00 105 - Brasil Inscricao Municipal (IPTU): 0000007487 L","205500,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,10,12,Casa," CHACARA DE 2,5 HA EM ITAJUBA, NO BAIRRO DA CAPETINGA, COM CASA E COCHEIRA. MELHORIA NO ANO DE 2017 NO VALOR DE R$ 54000,00 REFERENTE A MELHORIAS. 105 - Brasil NIRF: 55942598 Logradouro:    Estrada Ve","483263,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,11,11,Apartamento," APARTAMENTO 12C LOCALIZADO NA RUA MARTINIANO DE CARVALHO, SAO PAULO, SP, COMPRADO EM 2008 POR R$ 200000,00 DE ANTONIO VITOR HENRIQUE KNOP E ESPOSA, CPF 148.386.748-05. MELHORIAS EM 2017 R$ 83000,00 1","406000,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,12,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.",VEICULO AUTOMOTOR TROLLER        ,"60000,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,13,31,Acoes (inclusive as provenientes de linha telefonica)," ETH BIOENERGIA S.A CNPJ 08636745/0001-53 E A ANTIGA  DENOMINACAO DA BRENCO HOLDING S.A EM 31/12/2009 TINHA EM MAOS 91898 ACOES, E DEBENTURES NO VALOR DE R$ 71000,00. TENDO ADQUIRIDO NO ANO DE 2010 48","331149,90",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,14,31,Acoes (inclusive as provenientes de linha telefonica),BRADESCO (TITULAR) ALOCC ACOES TNA BRAD PRIV FIC. 105 - Brasil        ,"559789,08",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,15,24,Bem relacionado com o exercicio da atividade autonoma," 100% DA EMPRESA LEANDRA MACHADO SANTOS DROGARIA EIRELE, CNPJ 15274587/0001-02, COM CAPITAL SOCIAL DE R$ 65000,00 EM NOME DO CONJUGUE. 105 - Brasil CNPJ: 15.274.587/0001-02          ","481000,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,16,11,Apartamento,"APARTAMENTO LOCALIZADO A RUA PROF. VITORINO NEMESIO, NUMERO 9, SAO JOAO DO ESTORIL, CASCAIS, PORTUGAL, COMPRADO DE MARIO VITO DE LIMA ALVES POR 149000,00 EUROS EM 12/12/2013. COTACAO DO DIA EURO DO DI","593020,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,17,62,Deposito bancario em conta corrente no exterior," CONTA BANCARIA NO BANCO MILLENNIUM - BCP EM PORTUGAL - CONTA 45442062003. SALDO EM UROS EM 31/12/2017 - 26376,20 , VALOR DO EURO DO DIA R$ 3,98 607 - Portugal          ","104977,27",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,18,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.",VEICULO AUTOMOTOR CITROEN C4 - ANO 2013 / 14 - OWS-3064        ,"57260,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,19,32,Quotas ou quinhoes de capital," 21902 COTAS DA GTW GERACAO E SERVICOS LTDA. CNPJ: 13.332.930/0001-94 CAPITAL SOCIAL: R$ 973.429,00 - 10 ALTERACAO 105 - Brasil         ","21902,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,20,63,Dinheiro em especie - moeda nacional,DINHEIRO EM MAOS 105 - Brasil        ,"150000,00",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,21,61,Deposito bancario em conta corrente no Pais, BANCO DO BRASIL - CONTA CORRENTE 105 - Brasil  CNPJ: 00.000.000/0308-56  Agencia: 0308 Conta: 5536-0          ,"3792,05",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600642,22,61,Deposito bancario em conta corrente no Pais,BRADESCO (TITULAR) ALOCC RESERVA FIC FUNDO DE INVESTIMENTO RENDA FIXA REFER DI 105 - Brasil        ,"23290,95",LEANDRA MACHADO SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,MG,MG,MINAS GERAIS,130000600643,1,12,Casa,"UM TERCO DO IMOVEL SITUADO A RUA CAJABAMI 115, MUNICIPIO DE SAO FRANCISCO DO ITABAPOANA, ESTADO DO RIO DE JANEIRO, APOS DOACAO EFETUADA POR JOSE IVO DA CUNHA MESQUITA E MARIA DAS MERCES PINTO MESQUITA","6939,00",LEONARDO DA CUNHA PINTO MESQUITA
