DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,SQ_CANDIDATO,NR_ORDEM_CANDIDATO,CD_TIPO_BEM_CANDIDATO,DS_TIPO_BEM_CANDIDATO,DS_BEM_CANDIDATO,VR_BEM_CANDIDATO,NM_CANDIDATO
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000600835,1,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.",NULO,"13000,00",SIDNEY VEIGA CABRAL
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000600835,2,12,Casa,NULO,"150000,00",SIDNEY VEIGA CABRAL
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000600836,1,12,Casa,NULO,"60000,00",MARIA AUXILIADORA OLIVEIRA DE CASTRO
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000600838,1,12,Casa,NULO,"70000,00",CARLOS VANDIO GOMES DE ARAÚJO
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602401,1,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Fiat Palio Fire, ano 2003, cor cinza, de valor estimavel de 9.000,00.","9000,00",LUIZ FERNANDO DE SOUZA SANTOS
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602403,1,12,Casa,"1 casa localizada no Rio de Janeiro/RJ, de valor estimavel de 600.000,00. ","600000,00",ADILSON MAIA ROSA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602403,2,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Ford Fiesta 1.6, ano 2009, de valor estimavel de 16.000,00.","16000,00",ADILSON MAIA ROSA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602403,3,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 motocicleta Sundown Vblade 250cc, de valor estimavel de 10.000,00","10000,00",ADILSON MAIA ROSA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,1,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Fiat Linea, de valor estimado de 24.000,00.","24000,00",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,2,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Chevrolet Prisma, placa JXS-7566, de valor estimado de 20.000,00.","20000,00",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,3,12,Casa,"1 casa situada na Rua 4, n. 192, Conjunto Residencial Costa e Silva, bairro Raiz, Manaus/AM, de valor estimado de 55.000,00","55000,00",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,4,12,Casa,"1 imovel localizado na Rua Aires de Almeida n. 488, bairro Raiz - Manaus, valor 60.000,00","60000,00",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,5,12,Casa,"1 imovel localizado no Igarape do Quata, Rio Tarumazinho, de valor estimado de 15.000,00.","15000,00",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,6,12,Casa,"1 imovel localizado no Igarape do Quata, na margem direita do Rio Tarumazinho, de valor estimado de 50.000,00","50000,00",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,7,41,Caderneta de poupanca,"1 conta poupanca no banco Banco do Brasil, com a quantia depositada de 480.188,66","480188,66",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602415,8,41,Caderneta de poupanca,"1 conta poupanca no banco Caixa Economica Federal, com a quantia depositada de 230.062,61.","230062,61",ROBERTO SANTINO DE AZEVEDO GOMES
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602417,1,12,Casa,"1 casa situada na Rua 31 de Marco, n. 66, bairro Centro, Rio Preto da Eva/AM, de valor estimado de 25.000,00","25000,00",EDUARDO NICOLAS VIEIRA OLIVERA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602417,2,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Kia Picanto, ano 2013/14, cor branca, de valor estimado de 18.000,00.","18000,00",EDUARDO NICOLAS VIEIRA OLIVERA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602419,1,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 moto Yamaha 125cc, ano 2013, de valor estimado de 4.000,00.","4000,00",RONDINELY FONSECA DA SILVEIRA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602422,1,12,Casa,"1 casa de 8x25m, situada em Sao Paulo de Olivenca/AM, de valor estimado de 40.000,00.","40000,00",MANUEL MENDES VALENTE FILHO
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602422,2,13,Terreno,"1 terreno de 12x73m, situado em Sao Paulo de Olivenca/AM, de valor estimado de 50.000,00","50000,00",MANUEL MENDES VALENTE FILHO
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602424,1,12,Casa,"1 casa situada na Rua Lino Chixaro, n. 198, bairro Morada do Sol, Iranduba/AM, de valor estimado de 50.000,00","50000,00",JOÃO MACIEL DA SILVA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602424,2,13,Terreno,"1 terreno de 20x20m, situado na Rua Deputado Risonildo Almeida, s/n, Iranduba/AM, de valor estimado de 60.000,00.","60000,00",JOÃO MACIEL DA SILVA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602427,1,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Volkswagen Gol 1.0, ano 2006/07, cor preta, placa JXT-8687, de valor estimado de 8.400,00.","8400,00",LOURISVAL PEREIRA DA CONCEIÇÃO
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602435,2,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Fiat Uno, placa DTP-1895, de valor estimado de 5.000,00.","5000,00",CELINI CRISTIANE DOS SANTOS SOUZA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602439,2,21,"Veiculo automotor terrestre: caminhao, automovel, moto, etc.","1 automovel Fiat Punto 1.4 Flex, ano 2012/13, no valor estimado de 20.000,00.","20000,00",JOSÉ AUGUSTO SOUSA DA SILVA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602439,3,13,Terreno,"1 terreno com area de 200.000m2, no valor estimado de 25.000.","25000,00",JOSÉ AUGUSTO SOUSA DA SILVA
10/11/2021,14:37:53,2018,2,Eleicao Ordinaria,297,Eleicoes Gerais Estaduais 2018,2018-10-07,AM,AM,AMAZONAS,40000602443,1,12,Casa,"1 casa com area de 92,4m2, situada na Rua Antonio Braga, n. 05, bairro Santa Etelvina, Manaus/AM, de valor estimado de 95.000,00.","95000,00",FRANCISCO OZIEL BALBINO MACHADO
