DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,SQ_CANDIDATO,NR_ORDEM_CANDIDATO,CD_TIPO_BEM_CANDIDATO,DS_TIPO_BEM_CANDIDATO,DS_BEM_CANDIDATO,VR_BEM_CANDIDATO,NM_CANDIDATO
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636204,1,12,Casa,CASA,"20000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636205,1,13,Terreno,LOTE DE 40 ALQUEIRES LINHA 21 KM 32,"500000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636205,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",CAMINHONETE S10/2008,"35000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636205,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",ESTRADA FIAT/2014,"20000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636206,1,12,Casa,CASA ,"50000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636208,1,13,Terreno,TERRENO DE 27 ALQUEIRES ,"650000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636209,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Moto HONDA 150 FAN ANO 2011,"4500,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636209,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMOVEL GOL 1.0 ANO 2007 / 2008,"11000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636210,1,12,Casa,CASA ,"18000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636212,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMOVEL UNO 2007,"7000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636214,1,13,Terreno,LOTE DE TERRA URBANO,"35000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636214,2,13,Terreno,LOTE DE TERRA URBANO,"25000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636214,3,13,Terreno,LOTE DE TERRA URBANO N. 13 NA QUADRA 08.15,"30000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636214,4,13,Terreno,LOTE DE TERRA URBANO N. 31 NA QUADRA 20.05,"35000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636214,5,13,Terreno,LOTE DE TERRA URBANO N. 01 NA QUADRA 20.07,"25000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636214,6,13,Terreno,LOTE DE TERRA URBANO N. 02 NA QUADRA 20.07,"25000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636214,7,99,OUTROS BENS E DIREITOS,NOVILHA NELORE,"18000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636215,1,99,OUTROS BENS E DIREITOS,ESTÂNCIA BERMOND,"250000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636215,2,99,OUTROS BENS E DIREITOS,SÍTIO BOM JESUS,"360000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636215,3,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",CAMINHONETE TRITON,"70000,00",
14/11/2021,06:20:51,2020,2,Eleicao Ordinaria,426,Eleicoes Municipais 2020,2020-11-15,RO,434,NOVA MAMORÉ,220000636215,4,61,Depósito bancário em conta corrente no País,CAPITAL BANCO SICOO AGÊNCIA 3321 CONTA 180200-3,"2193,18",
