DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,SG_UF,SG_UE,NM_UE,SQ_CANDIDATO,NR_ORDEM_CANDIDATO,CD_TIPO_BEM_CANDIDATO,DS_TIPO_BEM_CANDIDATO,DS_BEM_CANDIDATO,VR_BEM_CANDIDATO,NM_CANDIDATO
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000454,3,12,Casa,"SEDE E CURRAL, CERCAS E 4HA DE CANA DE AÇUCAR","30000,00",JOSE MARTINS DA SILVA
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000457,1,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMOVEL CELTA GM CINCO PORTAS PLACA DMS,"20000,00",JOSE ROQUE DA SILVA FILHO
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000457,2,21,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",CAMIONETE NISSAN ANO PALACA HLU,"110000,00",JOSE ROQUE DA SILVA FILHO
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000457,3,12,Casa,CASA RESIDENCIAL STITUADA A ALAMEDA OCEANO ATLANTICO NO COND ROYAL PARK EM UBERLANDIA MG,"287000,00",JOSE ROQUE DA SILVA FILHO
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000460,1,39,Outras participações societárias,EMPRESA DE VIGILANCIA,"1,00",JULIO CESAR MARTINS GONCALVES
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000460,2,39,Outras participações societárias,EMPRESA JULIO CESAR PROMOCOES E PUBLICIDADES,"0,95",JULIO CESAR MARTINS GONCALVES
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000460,3,63,Dinheiro em espécie - moeda nacional,VALOR EM DINHEIRO EM REAL,"80000,00",JULIO CESAR MARTINS GONCALVES
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000464,1,12,Casa,UM TERCO DE UMA CASA SITUADA EM GOVERNADOR VALADARES MG,"150000,00",LUIZ ALBERTO GARAJAU
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000464,2,39,Outras participações societárias,METADE DA FIRMA DEL REI CRED LTDA EM SAO JOAO DEL REI,"200000,00",LUIZ ALBERTO GARAJAU
19/04/2021,13:16:05,2010,2,Eleicao Ordinaria,37,Eleições 2010,2010-10-03,MG,MG,MINAS GERAIS,130000000464,3,39,Outras participações societárias,METADE DA FIRMA POSTO BONITAO EM SAO JOAO DEL REY,"300000,00",LUIZ ALBERTO GARAJAU
